,_id,email,situacao-habitacional,distrito,concelho,freguesia,area-util,tipo-casa,tipologia,ano-nascimento,nacionalidade,rendimento-anual,num-pessoas-nao-dependentes,num-pessoas-dependentes,situacao-profissional,educacao,satisfacao,testemunho,comentarios,percentagem-renda-paga,valor-mensal-renda,ano-inicio-arrendamento,rendimento-arrendamento,estrategia-arrendamento,insatisfacao-motivos,insertedAt,valor-compra,ano-compra,estado-conservacao,estrategia-compra,rendimento-liquido-anual-individual-na-compra,outra-insatisfacao,rendimento-liquido-anual-conjunto-na-compra,outra-estrategia-arrendamento,ano-heranca-aquisicao,rendimento-liquido-anual-individual-na-aquisicao,rendimento-heranca-conjunto,estado-conservacao-heranca,hashingV2,salt,outra-estrategia-compra
164,66426fac15c4fbccbfa0e5ee,52ebf45c3fe512e49fc379b8c64bfa8cf5aa194789ed8b9f448bcdfcb4a2d27c,['outrem'],lisboa,vila franca de xira,vialonga,21-40,['apartamento'],['T1'],1987,portugal,12001-20000,2,1,['empregado-tempo-inteiro'],estudo-superior,['muito-insatisfeito'],Tinha uma casa alugada mas devido a especulação imobiliários a senhoria não quis renovar após 6anos.actualmente estou num casa de um família a tentar juntar dinheiro para entrada de uma casa.objectivo comprar casa a preços acessível controlado ,Portugal precisa de controlar os preços de um dos bens essenciais...casa quer para alugar quer para comprar para os portugueses.,,,,,,['outro'],2024-05-13 19:53:16.765,,,,,,Mais que junte dinheiro para comprar casa está sempre distante.preco das casas está impossível carissimo,,,,,,,True,615f03f11dd063c3e2f8bdeda28ca3ea,
165,6642720032574587d4d0b649,05713800f493aa76969531a5da770c15fff0a43b3541207258bf0f172b5c5764,['outrem'],porto,santo tirso,união das freguesias de lamelas e guimarei,41-60,['moradia'],['T3'],1994,portugal,12001-20000,3,1,['empregado-tempo-inteiro'],estudo-superior,['indiferente'],NR,NR,,,,,,['quero-independecia'],2024-05-13 20:03:12.963,,,,,,,,,,,,,True,2559b473aa7f248c80f8ec91b82747f2,
166,6642782f7a6db09970fa1353,6fb8950e71213f1f746758adb44575fe417174c33a98f077fbc65cc8205c2a6c,['comprei'],lisboa,cascais,união das freguesias de cascais e estoril,101-200,['apartamento'],['T3'],1970,portugal,12001-20000,1,2,['empregado-tempo-inteiro'],estudo-superior,['muito-insatisfeito'],"Pretendo mudar de zona, não porque não consiga pagar a hipoteca mas porque o custo do dia a dia é incomportavel; ","no eu concelho responsabilizo principalmente a crise na habitação pelo facto de que toda a reabilitação/construção feita na zona, foi sempre apontada para um segmento economico das elites. Compra-se ruina e vende-se nua fortuna....
Não parece ter havido qualquer investimento na habitação mais acessivel aos rendimentos médios ou mais baixos... ",,,,,,['outro'],2024-05-13 20:29:35.593,140000.0,2010.0,medio,['emprestimo'],35001-50000,Vivo numa zona onde o custo de vida é inflacionado pela presença de estrangeiros e segmento da população portuguesa com maiores rendimentos,,,,,,,True,36465f0955cd6a79ea7409f7bd3afb7b,
167,6642790c7a6db09970fa1355,5646e32e467aeb165e5d1c6be64c5d949dbec9e05d1978d7a131fbaef29e3f46,['comprei'],porto,santo tirso,"união das freguesias de santo tirso, couto (santa cristina e são miguel) e burgães",101-200,['apartamento'],['T3'],1982,portugal,50001-80000,1,2,['empregado-tempo-inteiro'],licenciatura,['muito-satisfeito'],"Já moravamos na casa que comprámos; estávamos a pagar renda dedutível futuramente em caso de compra. O empreteiro foi à falência, o agente de execução nao foi correcto na forma como conduziu o processo e tivemos que tratar nós de todo o processo burocrático de licencas camararias,certificados energético, um sem fim de burocracias altamente dispendiosas que acrescem em muito o preco da habitação ",NR,,,,,,,2024-05-13 20:33:16.512,180000.0,2015.0,medio,['emprestimo'],35001-50000,,,,,,,,True,3680932f9b8ad2161b5d86965287db6c,
168,66427a95a9eaa945908be054,9b4692a8542a1b6d6e13cc060897fda75c04f2ea93b1a4b7b87c5acc8aee6cd8,['comprei'],porto,gondomar,"união das freguesias de gondomar (são cosme), valbom e jovim",201-400,['moradia'],['T4+'],1965,portugal,12001-20000,2,1,['desempregada'],mestrado,['muito-satisfeito'],NR,NR,,,,,,,2024-05-13 20:39:49.192,200000.0,2001.0,raiz,['emprestimo'],12001-20000,,,,,,,,True,e0916b75b317e133ffb8375186df7aea,
169,66427ae072a491880227dafd,fb753386ce632ac9d4a22427ffb07f351a62e89f7e5261a9663259d8b6781331,['outrem'],lisboa,vila franca de xira,vialonga,21-40,['apartamento'],['T1'],1978,portugal,12001-20000,1,0,['empregado-tempo-inteiro'],estudo-superior,['insatisfeito'],"Estou há 5 anos nesta casa.
Antes tive 6 anos em casa arrendada. A senhoria terminou contrato porque pretendeu posteriormente arrendar a casa com um valor mais elevado.
O objetivo é comprar casa.
O maior desafio é ver o valor das casas aumentar a um ritmo alucinante e não conseguir ter rendimentos para acompanhar as subidas. Faz lembrar ""um burro atrás de uma cenoura"".
Outra frustração é ver a idade a avançar. Causa ansiedade por se tornar mais difícil um empréstimo e não vislumbrar ajudas ou melhorias no estado em que o mercado habitacional caiu. 
Com os aumentos, é muito difícil ter o valor da entrada e também o valor diferencial para o empréstimo versus o valor da casa.
A especulação imobiliária tomou conta do mercado e dificulta cada vez mais quem tem menos.
Outra ansiedade é saber que nesta casa onde habito, sendo emprestada, sei que terei de sair quando a mesma for necessária para os donos ou seus descendentes, deixando-me numa situação sem casa, sendo que as possibilidades serão a muitos Km do local de trabalho, assim como da família, o que irá deteriorar o bem estar psicológico.
Mais escrevo, que esta situação fez atrasar a minha pretensão de formar família, ao que com a idade a avançar se torna cada vez mais difícil.","Acho que a minha história descrita no Ponto 20 é elucidativa do que se passa.
Mais digo que são preciso apoios para os jovens, mas não só, pois com 45 anos, estou numa posição também difícil ao que deveriam também olhar para essa faixa etária.
Acho que se deve combater a especulação de preços da habitação. Se para assim for inundar o mercado com casas do estado, que seja, mas quem está a perder são os que, como eu, trabalham e não conseguem (há anos) ter uma casa própria, o que significa que não temos segurança de um dia continuar com um teto.
Parece que vamos voltar aos antepassados e procurar uma gruta para viver tendo em conta o que vislumbra no nosso futuro próximo.",,,,,,['outro'],2024-05-13 20:41:04.539,,,,,,"Pretendia ter casa própria. Nesta casa, sendo emprestada, não me sinto em casa.",,,,,,,True,0c793dc8e6711ba92988ffec88e4d59d,
170,66427c1e72a491880227daff,29db7219502b38e08e0f87bde721f369668fcfb76b0ffd3082389143f7befe6a,['outrem'],leiria,alcobaça,benedita,61-80,['apartamento'],['T1'],1994,portugal,12001-20000,1,0,['empregado-tempo-inteiro'],mestrado,['insatisfeito'],"Estou nesta habitação à cerca de um ano por cedência de familiar, para no futuro tentar ter mais condições financeiras para construir uma habitação própria. ","Habitação, um abrigo com condições para um cidadão comum viver nos dias de hoje deve ser o mínimo que se pode oferecer à população, devem ser considerados mecanismos e estratégias económicas que procurem solucionar de vez o problema, principalmente para todos aqueles que não conseguem esse mínimo de condições. ",,,,,,['financeiramente-dependente'],2024-05-13 20:46:22.240,,,,,,,,,,,,,True,97b2428ab98afc9493613b355029b950,
171,66427eedd2eaca4ba0f090fb,986c50400d690853c13612a188320f81c08a505b3075e453999bff2e14600fc3,['comprei'],setúbal,almada,união das freguesias de caparica e trafaria,61-80,['apartamento'],['T3'],1949,portugal,20001-35000,0,1,['aposentado'],mestrado,['muito-satisfeito'],NR,Receber o resultado do questionário ,,,,,,,2024-05-13 20:58:21.047,125000.0,2019.0,execelente,['emprestimo'],35001-50000,,,,,,,,True,35d38eeb5f846abbe0696ca330d578c9,
172,664280d2d2eaca4ba0f090fd,84be31f6bc0e4d7ef5f0643313fd83b6be277e9d550ecca9e28767b37b0a3519,['herdei'],leiria,porto de mós,mira de aire,41-60,['moradia'],['T3'],1996,portugal,<7001,0,2,['licenca'],licenciatura,['indiferente'],"A casa é dos meus avós neste momento, tive de fazer grandes obras, mas a casa não está em meu nome mas fui eu que paguei. Ainda precisa de mais mas não tenho disponibilidade para tal. Mas felizmente tenho uma casa melhor do que tinha antes. Sonho sim em comprar casa mas e impossível. Para não falar que tenho de fazer grandes quilómetros para ter tudo perto! ",NR,,,,,,"['vivo-longe', 'dificuldades-financeiras']",2024-05-13 21:06:26.683,,,,,,,,,2024.0,<7001,<7001,mau,True,c1c97fdc87a88e267011c5318f931d19,
173,66428259d2eaca4ba0f090ff,86a72c904211e69944e398538ad7023f25fc5e898beb3569f2b4eff77097f53e,['arrendo'],leiria,caldas da rainha,santa catarina,21-40,['moradia'],['T1'],1998,portugal,12001-20000,1,0,['empregado-tempo-inteiro'],licenciatura,['satisfeito'],As principais dificuldades sentidas no nosso caso foram: As rendas estarem demasiado elevadas para o início de vida e o processo burocrático para iniciar a construção de uma casa ser demasiado longo. O que nos levou a ter de estar a pagar uma renda demasiado elevada (e a “perder” dinheiro) enquanto não conseguimos avançar com a construção da casa e arcar com um empréstimo com os juros que se praticam neste momento. ,NR,50,250.0,2023.0,12001-20000,['sem-ajuda'],['pago-demasiado'],2024-05-13 21:12:57.299,,,,,,,,,,,,,True,14f96c94dd6a24f470cda78fcb61c867,
174,664282a4d2eaca4ba0f09101,8c7941d1843601b3f2f9cdad44c8503e35c440e9b033f8aac8dd246fad8afec4,['herdei'],setúbal,almada,costa da caparica,201-400,['moradia'],['T4+'],1969,portugal,12001-20000,3,1,"['empregado-tempo-inteiro', 'independente']",licenciatura,['muito-satisfeito'],NR,NR,,,,,,,2024-05-13 21:14:12.419,,,,,,,,,2007.0,12001-20000,35001-50000,bom,True,40cc3058922a98f7432e485289b1088e,
175,66428403d2eaca4ba0f09103,31a5a643a04d5a8caa9fb6b626d74fa27641d656be748fe875c2b62bebc40280,['arrendo'],braga,esposende,antas,21-40,['moradia'],['T3'],1994,portugal,7001-12000,1,3,['empregado-tempo-inteiro'],ensino-profissional,['indiferente'],NR,NR,100,400.0,2023.0,7001-12000,['apoio-familiar-inicio'],"['pago-demasiado', 'habitacao-mau-estado']",2024-05-13 21:20:03.814,,,,,,,,,,,,,True,fc608aafd75a055f6f2ef06abca7b7ca,
176,6642847ed2eaca4ba0f09105,ca2b1429c0842913e4d2f6a21f7e3339f1e13490c020012e4d6ebbf79d9e5425,['comprei'],porto,porto,campanhã,101-200,['moradia'],['T2'],1993,portugal,35001-50000,1,1,"['empregado-tempo-inteiro', 'independente']",doutoramento,['satisfeito'],"2 anos
vivia num pequeno apartamento
impostos, prestação alta, reparações e obras
tudo foi facilitado pela imobiliária",NR,,,,,,['outro'],2024-05-13 21:22:06.914,250000.0,2022.0,medio,['emprestimo'],7001-12000,Cara e vendida com elementos ilegais,,,,,,,True,7f7de0e55aad3ef0c6c51a5ec3042a0d,
177,6642865dd2eaca4ba0f09107,db720a1fac88f26fb6400a79951576a2456de4973f33ded95082e0c3735b308c,['outrem'],lisboa,oeiras,"união das freguesias de oeiras e são julião da barra, paço de arcos e caxias",41-60,['apartamento'],['T3'],1991,portugal,12001-20000,1,0,['contrato-temporario'],mestrado,['muito-insatisfeito'],"Vivo desde sempre com a minha mãe, gostava (preciso) do meu espaço e de viver sozinha. Apesar de não receber mal, não tendo um companheiro para dividir as despesas, não é comportavel pagar 800€ de renda. Para comprar casa, os bancos não me emprestam pois sou professora contratada, sozinha, com o crédito do carro e sem muito dinheiro para dar de entrada",NR,,,,,,['quero-independecia'],2024-05-13 21:30:05.989,,,,,,,,,,,,,True,99851c1a7cc9120d5835e318728b3fd7,
178,664287f8d2eaca4ba0f09109,d848f2cb6d9b5f3a1221e5b87c27b0b8ee375f2bfc31e6b23999860465337467,['comprei'],lisboa,loures,loures,101-200,['moradia'],['T3'],1976,portugal,20001-35000,1,2,['empregado-tempo-inteiro'],secundario,['muito-satisfeito'],"Vivíamos numa casa muito pequena alugada. Depois de termos 30.000€ para um sinal, demoramos cerca de 18 meses até encontrarmos a casa pretendida. Maior desafio é fazer face ao valor do empréstimo à taxa atual, mais o seguro de vida do casal.",NR,,,,,,,2024-05-13 21:36:56.966,345000.0,2021.0,execelente,['emprestimo'],20001-35000,,,,,,,,True,09460366bb119e0ae9194df3aeb4c821,
179,66428a83523e20fc9ad97253,3703154573416d7bc3a9eb54d1aac3e1410a152b57fa38ae05f8702ede5f7256,['outrem'],leiria,alcobaça,benedita,81-100,['apartamento'],['T2'],1993,portugal,12001-20000,1,2,['licenca'],licenciatura,['satisfeito'],NR,NR,,,,,,['falta-espaco'],2024-05-13 21:47:47.072,,,,,,,,,,,,,True,74c1292f943470a0e1023da699e805a3,
180,66428bbe523e20fc9ad97255,0a5845edb5ec8335ce7cf1ed70b01d0421cde508ca6e4207fd5870de7498561a,['outrem'],leiria,caldas da rainha,santa catarina,81-100,['moradia'],['T3'],1993,portugal,12001-20000,1,2,['empregado-tempo-inteiro'],ensino-profissional,['insatisfeito'],NR,NR,,,,,,['quero-independecia'],2024-05-13 21:53:02.073,,,,,,,,,,,,,True,5feb3d22ccb7041158bc703e6592874a,
181,66428c0d523e20fc9ad97257,6ea0968ff1221855ac48980caeb09b9950e617a019796f0a92789e3bee1dac47,['arrendo'],porto,porto,ramalde,41-60,['apartamento'],['T1'],1995,portugal,20001-35000,0,0,['independente'],licenciatura,['insatisfeito'],"A opção entre transitar do arrendamento para habitação própria é incomportável, tudo é um problema: oferta, preço, localização, financiamento. A gravidade do problema é de tal ordem que atravessa todos os escalões de rendimento. ",NR,100,600.0,2018.0,7001-12000,['sem-ajuda'],['falta-espaco'],2024-05-13 21:54:21.613,,,,,,,,,,,,,True,3a9cfde505b43941ee589d937dd08098,
182,66428f0d77ee82298bf26982,2111c92e00a58f783f27f91e94eaf92ace0a2064ebf14954a0456ab04f54928f,['comprei'],lisboa,vila franca de xira,união das freguesias de alverca do ribatejo e sobralinho,101-200,['apartamento'],['T3'],1974,portugal,12001-20000,0,3,['empregado-tempo-inteiro'],licenciatura,['satisfeito'],"Resido na atual habitação à 16 anos, após 8 na anterior também residência própria adquirida com recurso a crédito hipotecário. Mudei de casa para ter melhores condições com o nascimento dos nossos filhos (2) com um intervalo de 2 anos, em 2007 e 2009. Mudámos de casa em maio de 2008. Mesmo a tempo de ter um spread bancário generoso, pois poucas semanas rebentou a crise do subprime nos EUA e a falência do BES em PT. Esse processo foi célere, tanto que num só dia outrgámos as escrituras de venda e a de compra das duas casas, coisa bem fora do comum, julgo. A concessão do crédito não teve obstáculos e mantivémo-nos na mesma instituição bancária.",As minhas preocupações vão para o futuro dos filhos e como conseguirão tornar-se independentes neste quadro tão complexo de dificuldades em ter acesso a uma habitação.,,,,,,"['vivo-longe', 'financeiramente-dependente', 'dificuldades-financeiras']",2024-05-13 22:07:09.771,165000.0,2008.0,bom,"['emprestimo', 'outra']",12001-20000,,,,,,,,True,c9d319ab848b8c2e52f6b35fe3fabed2,"Investi as mais valias da venda de casa, efetuada simultaneamente à aquisição da atual"
183,664290ea5424e690b961ecf3,e472787c6b422a9e70c727691192391fb2a950fc3213a1ae8c07b2d4e21f72ae,['arrendo'],lisboa,lisboa,lumiar,61-80,['apartamento'],['T1'],1984,portugal,20001-35000,0,0,['empregado-tempo-inteiro'],doutoramento,['indiferente'],"Quando iniciei o arrendamento, não exigi ao senhorio que reparasse algumas anomalias que se encontravam na habitação, porque era uma renda um pouco abaixo de outros valores no mercado e não queria perder o negócio. Também gostava da zona e tinha alguma pressa. ",NR,100,518.0,2019.0,7001-12000,['apoio-social'],['habitacao-mau-estado'],2024-05-13 22:15:06.598,,,,,,,,,,,,,True,ffac1e7dd944c258112dd353928696a4,
184,664291ae5424e690b961ecf5,b59dbb5335cfbc143015fb5da3a65db7feb757ae3ee8eaaa30edfe8ae4310566,['comprei'],porto,vila nova de gaia,união das freguesias de santa marinha e são pedro da afurada,61-80,['apartamento'],['T2'],1983,portugal,20001-35000,0,0,['empregado-tempo-inteiro'],licenciatura,['muito-insatisfeito'],"A habitação é uma construção antiga dos anos 80, quando a adquiri estava numa situação aparente habitável. Contudo, como o prédio é velho e por alterações feitas pelo vizinho de cima tive vários problemas de infiltração com o mesmo que dizia sempre que tinha reparado mas só resolvia temporariamente. A empresa de administração de condomínio como nunca pode ser responsabilizada legalmente teve um atitude bastante passiva e demorou anos até resolver a situação totalmente. Na realidade só em 2023 é que foi definitivamente resolvido porque os canos rebentaram de vez e o advogado já tinha apoio suficiente forte legalmente para obrigar a câmara a intervir por colocar em causa a saúde pública, apesar de anteriormente já se podia colocar em causa essa situação devido ao nível de humidade. De ressalvar a inexistência de seguro na fracção do vizinho.

Na prática justiça extremamente lenta e cega às necessidades da resolução de problemas entre condóminos, o facto das empresas administração de condomínios serem praticamente assistentes administrativos com responsabilidade limitada e não existir qualquer instituição com poder suficiente para resolver o conflito e autorização para inspecionar as habitações tornou bastante problemática os primeiros 16 anos. Recentemente a minha mãe reincidiu para um cancro sem cura e tem de morar comigo por perda total de rendimentos. Tive de fazer obras no apartamento que levou a hipotecar novamente a casa pelo valor das obras que foram substanciais por o apartamento ser demasiado antigo em que tudo foi refeito, para além dos custos de renovação só para tornar a casa de banho mais segura e o WC adequado a utilização de uma pessoa com mobilidade reduzida tinha a necessidade de uma segunda casa de banho que seria possível instalar num quarto, de salientar que a única que serve a casa toda só tem 8 m2 e esbarro no problema de se precisar de ligar o wc à canalização do prédio tenho de ter autorização de todo o condomínio para abrir o chão e fazer a ligação, apesar de ser estruturalmente possível eu fazer a ligação por ser um R/C ao nível da estrada. Contudo, autorizações de condomínio para obras são extremamente complicadas de obter sem contar que muitos faltam a reuniões.

Nesta experiência, as obras deviam ter de passar só pela autorização da câmara, para assegurar a segurança e os regulamentos e nunca ser o condomínio a dar a autorização, a lei da propriedade coletiva do prédio devia ser revista e criar a excepção nas obras de manutenção e de renovação em que as obras desde que não colocassem em causa a segurança e conformidade com a lei devessem ser aprovadas só pelo organismo público de direito. Na questão da renovação devido aos custos proibitivos não pode isolar o teto nem paredes para ter uma melhor proteção acústica e térmica por ser R/C e renovação de janelas é outro custo proibitivo. A lei ignora o facto de uma pessoa a morar sozinha como no meu caso e a meio ter de pagar também com outra pessoa em que ficou com um reforma inferior a €300 possa ter dificuldades só por o salário líquido acima da média nacional e estar afastada dos limites para os apoios com base em IAS. Os financiamentos para obrar com apoio do estado em empréstimos são difíceis de obter porque nem todos os empreiteiros têm o know how suficiente e os que sabem cobram acima dos restantes quando existe apoios do estado e, no mercado de financiamento, os juros são superiores aos do mercado livre, empréstimos esses, no mercado livre, são igualmente difíceis de obter. A lei ignora o facto também de estes endividamentos necessários colocam em causa uma situação para estruturas familiares como a minha em caso de perda de rendimento súbito. Mesmo absorvendo todas as minhas poupanças, a renovação que não foi completa porque não houve possibilidade de fazer o isolamento acústico e térmico adequado ficou por mais €25 ooo, se tivesse conseguido o WC adicional seriam mais €10 000 isto com IVA incluído e sem nenhum apoio do governo por considerarem o meu salário elevado e não considerarem taxa de esforço real nos apoios do governo, isto apesar de eu 85% das vezes exigir NIF nas faturas e saberem por fonte dos dados qual é a minha realidade financeira e distribuição de despesas. Na prática, tive consumir quase o meu salário para créditos com pouca possibilidade de fazer futuras poupanças só porque quis tornar a minha casa mais segura e habitável e mesmo assim sem poder colocar na totalidade as obras que seriam desejáveis. Para informação as obras praticamente substituíram toda a canalização e eletricidade, renovaram casa de banho, substituição de portas com alargamento para espaço de cadeira de rodas e renovação do chão e cozinha, não posso usar sistemas de aquecimento de águas eficiente por indisponibilidade de espaço.

Outra questão é a dificuldade e morosidade que existe para aceder aos imóveis em questões de ilegalidade, como acesso a garagens em que só quem tem uma fracção está autorizada a aceder e escondendo estruturas ilegais.
Também as empresas de administração de condomínio deviam ter mais responsabilidades e poder dentro das suas funções e todos os recibos de condomínio deviam ser emitido em formato de fatura e possíveis de declarar em despesa de IRS incluindo a quota que se paga à empresa pelo serviço que duvido muito que as finanças acompanhem essa atividade. Devia estar claramente exposto a proibição de movimentos da conta do condomínio sem a emissão de fatura devido a serviços não declarados e não comunicados nas atas enviadas que são meramente texto e que quem não às reuniões possam acompanhar. Esta situação provocou descontrolo nas despesas do prédio que agora tem necessidade de renovas 3 fachadas e, claro, como sempre existe dificuldade em tempo útil de obter a cobrança de 100% dos condóminos, muitos irão deixar isto arrastar anos porque simplesmente não estão interessados e mais uma vez a lei é lenta e ineficaz apesar de existirem bens.","A renovação da minha casa que ficou 70%  do que seria necessário para um maior conforto com o resto do valor do crédito fez com que atingisse o valor de uma casa nova na zona. Simplesmente não me seria possível adquirir outra visto que o valor de venda necessário na zona principalmente num R/C virado e com contacto direto para a rua e com a minha idade me impossibilita de adquiri uma casa mais adequada à minha realidade, A área útil da maneira que a casa foi construída é muito menor do que se pensa principalmente para o wc em que só tem área suficiente para chuveiro, sanita, lavatório sem mais nenhum móvel e área para passar uma cadeira de rodas.

A lei é lenta e não é ágil o suficiente para resolver questões de necessidade dos cidadão. Não existem organismos suficientemente independentes para acelerar e permitir intervenções que são bloqueadas só porque um ou outro vizinho não tem interesse em reuniões, outros que simplesmente não querem barulho de obras apesar de necessárias. E existe incapacidade de responsabilizar ativamente outros condóminos em situações de conflito e de obrigar a assumir responsabilidade no caso de outros visto que penhoras a imóveis pouco ou nenhum efeito visto que na prática é só isso mesmo uma penhora que limita a propriedade mas o condómino pode continuar a fazer a sua vida sem nenhuma consequência prática. Falta de responsabilidade com entidades de administração de condomínios que podem aldrabar contas, visto que os proprietários só tem acesso a documentos que lhes são cedidos e passíveis de falsificação.",,,,,,"['habitacao-mau-estado', 'falta-espaco']",2024-05-13 22:18:22.293,100000.0,2007.0,medio,['arrendar-parte-habitacao'],12001-20000,,,,,,,,True,a4e05f0b2858e84e144538281bea6029,
185,664293cabb0e3c586052cea8,292eca4e1a7bf5de3dc86bfb5495c93f57852e6ffcf896257cf0c49bb7d3f592,['comprei'],lisboa,lisboa,são domingos de benfica,81-100,['apartamento'],['T2'],1989,portugal,20001-35000,1,1,['empregado-tempo-inteiro'],mestrado,['muito-satisfeito'],Gostaria de comprar uma casa com mais um quarto. Os preços atuais (mais IMT) são proibitivos.,Excelente iniciativa ,,,,,,,2024-05-13 22:27:22.004,320000.0,2017.0,recem-construido,['emprestimo'],20001-35000,,,,,,,,True,7ae942fc0155527bbda11a9149e5d55d,
186,6642c4aaac4a42b20fd68fde,c28a4107c07e3d4c39b483a48c2f084a110bbbb3b695337a2b392d245f14fc64,['outrem'],lisboa,loures,"união das freguesias de santa iria de azoia, são joão da talha e bobadela",41-60,['apartamento'],['T2'],1990,portugal,12001-20000,0,0,['empregado-tempo-inteiro'],licenciatura,['satisfeito'],"Vivo nesta habitação há 8 anos e anteriormente vivia com a minha família. Tenho independência mas não financeira para comprar casa porque seria difícil pagar uma prestação sozinha e com esta nova facilidade para os jovens pelo menos consigo por não precisar de entrada, mas os valores das casas hão de disparar, o que pode dificultar pagar uma prestação sozinha ",NR,,,,,,['outro'],2024-05-14 01:55:54.602,,,,,,"Dou graças por ter um tecto sem pagar uma renda, sozinha seria impossível, mas gostaria de ter o suficiente para conseguir comprar a minha própria casa",,,,,,,True,7e9eade5b1eb3952000d4ee82d2214d4,
187,6643019158729f25c157f29c,648962d74008ba39afe817340bb6e67765fa6b929a537f136c50aae65b5c564e,['comprei'],porto,porto,ramalde,201-400,['moradia'],['T3'],1976,portugal,20001-35000,1,2,['empregado-tempo-inteiro'],doutoramento,['insatisfeito'],"O valor despendido em obras foi muito elevado, o dobro do valor de aquisição, pois a casa estava em ruína. O valor do empréstimo aumentou muito com o aumento brusco da taxa de juro. AO vender, perderia dinheiro pois o valor das obras já não conta para dedução de mais valias. Tinha um apartamento que arrendei para fazer face às despesas, no programa arrendamento acessível, mas o inquilino já não paga há mais de um ano e o processo de despejo ainda decorre, sempre com atrasos, pelo que dependo da ajuda de familiares.","Quando o inquilino do meu imóvel sair nunca mais faço 1 contrato de arrendamento tradicional. Em 3 inquilinos que tive (todos legais), 2 ficaram sem pagar mais de 1 ano e destruíram o apartamento entretanto, com prejuízo assinalável. Se alugasse novamente, seria a preços muito mais elevados para recuperar algum do prejuízo anterior e devolver o que devo a familiares. O mesmo aconteceu com muitos conhecidos. Falta no questionário este tipo de perguntas. Se fosse quase imediato o despejo em caso de incumprimento no pagamento de renda não faltariam casas no mercado de arrendamento e a preços mais acessíveis. ",,,,,,"['dificuldades-financeiras', 'financeiramente-dependente']",2024-05-14 06:15:45.841,150000.0,2017.0,mau,"['emprestimo', 'apoio-familiar']",35001-50000,,,,,,,,True,2bbf9da8855d449cd6b665d9c7e8135d,
188,6643089962159a8082d87d79,2865a5648b0bfc6cc4e31ee972a97cf6484a2acb422cac223d090a8807fec08e,['outrem'],setúbal,moita,moita,81-100,['apartamento'],['T3'],1991,portugal,12001-20000,1,3,['empregado-tempo-inteiro'],basico,['insatisfeito'],NR,NR,,,,,,['quero-independecia'],2024-05-14 06:45:45.076,,,,,,,,,,,,,True,cef38ab3d61cd33d64a473b9a616297e,
189,6643166cff4de1fe59eab4b1,a44cd3c306c99253b863e3a6a2ff5f856cc25281d862e335c99a7d04958cc15c,['arrendo'],porto,porto,"união das freguesias de aldoar, foz do douro e nevogilde",101-200,['moradia'],['T4+'],1990,portugal,20001-35000,2,0,['desempregada'],mestrado,['indiferente'],NR,NR,30,270.0,2022.0,20001-35000,['outra'],['outro'],2024-05-14 07:44:44.549,,,,,,Gostaria de ter casa própria e não ter de partilhar com desconhecidos,,Arrendamento de quarto,,,,,True,dd8618642526b2e3c7d80a554f53001f,
190,664320347818c7ca7796fa6a,730625f8fa1b4678c56752c34568cc66220fd8e9bb600de056ccf7e5b6bba87c,['arrendo'],lisboa,lisboa,penha de frança,41-60,['apartamento'],['T2'],1994,portugal,12001-20000,1,0,['empregado-tempo-inteiro'],mestrado,['insatisfeito'],"Tenho 30 anos, e muita necessidade de ter o meu espaço. Infelizmente, tendo em conta a situação geral, não me vejo a ter a capacidade de, sozinho, comprar casa. Especialmente numa cidade como Lisboa.","Obrigado pela iniciativa. Espero que os resultados que obtenham deste estudo possam vir a ser tidos em conta pelo governo, e que possam gerar uma mudança positiva. ",50,300.0,2023.0,12001-20000,['sem-ajuda'],"['quero-independecia', 'falta-espaco', 'pago-demasiado']",2024-05-14 08:26:28.434,,,,,,,,,,,,,True,29f0cd7368a280c3efd44e7caec1b46f,
191,6643224c7818c7ca7796fa6c,a081ea4d62480acbb5010d2a0cb667c419f684fb77b9f80f62d88022d3595578,['arrendo'],lisboa,lisboa,avenidas novas,81-100,['apartamento'],['T4+'],1998,portugal,35001-50000,1,2,['empregado-tempo-inteiro'],mestrado,['satisfeito'],NR,NR,25,337.0,2021.0,<7001,['apoio-familiar-inicio'],['quero-independecia'],2024-05-14 08:35:24.017,,,,,,,,,,,,,True,10d89f3e1afa041556fd69a0725f9e5b,
192,6643231f7818c7ca7796fa6e,fdea4df0f427b26c2a8132b111adbc04fcec3d8b5cb605d5e300a3420ca0a977,['outrem'],viana do castelo,viana do castelo,união das freguesias de viana do castelo (santa maria maior e monserrate) e meadela,201-400,['moradia'],['T4+'],1995,portugal,<7001,1,0,['desempregada'],mestrado,['insatisfeito'],NR,NR,,,,,,['quero-independecia'],2024-05-14 08:38:55.597,,,,,,,,,,,,,True,f7b6ce144bf2b92008bb696743bb2a83,
193,66432b9c167c28bd76f39ca8,4795ceecd4779b8c21fbf433a9648169cab8699548159c73074bcfd4a8468d6f,['outrem'],coimbra,cantanhede,união das freguesias de cantanhede e pocariça,201-400,['moradia'],['T4+'],1989,portugal,sem-rendimento,2,2,['estudante-tempo-integral'],mestrado,['insatisfeito'],NR,NR,,,,,,"['financeiramente-dependente', 'vivo-longe-de-transportes', 'quero-independecia']",2024-05-14 09:15:08.704,,,,,,,,,,,,,True,40f2a3d0409d471cd0a8a1d11c913ff8,
